file_name,label,position
backward/0165e0e8_0.wav,backward,2
backward/017c4098_0.wav,backward,2
backward/017c4098_1.wav,backward,1
backward/017c4098_2.wav,backward,8
backward/017c4098_3.wav,backward,9
backward/017c4098_4.wav,backward,9
backward/02ade946_0.wav,backward,7
backward/02ade946_1.wav,backward,8
backward/02ade946_2.wav,backward,6
backward/02ade946_3.wav,backward,6
backward/02ade946_4.wav,backward,3
backward/042a8dde_0.wav,backward,7
backward/042a8dde_1.wav,backward,2
backward/042a8dde_2.wav,backward,2
backward/042a8dde_3.wav,backward,4
backward/050170cb_0.wav,backward,2
backward/050170cb_1.wav,backward,5
backward/050170cb_2.wav,backward,6
backward/050170cb_3.wav,backward,8
backward/050170cb_4.wav,backward,4
backward/0585b66d_0.wav,backward,5
backward/0585b66d_1.wav,backward,5
backward/0585b66d_2.wav,backward,3
backward/0585b66d_3.wav,backward,8
backward/0585b66d_4.wav,backward,5
backward/06f6c194_0.wav,backward,3
backward/06f6c194_1.wav,backward,9
backward/06f6c194_2.wav,backward,7
backward/06f6c194_3.wav,backward,7
backward/06f6c194_4.wav,backward,5
backward/08ab231c_0.wav,backward,7
backward/08ab231c_1.wav,backward,5
backward/08ab231c_2.wav,backward,3
backward/08ab231c_3.wav,backward,1
backward/08ab231c_4.wav,backward,5
backward/0a2b400e_0.wav,backward,1
backward/0a2b400e_1.wav,backward,5
backward/0a2b400e_2.wav,backward,9
backward/0a2b400e_3.wav,backward,8
backward/0a2b400e_4.wav,backward,0
backward/0a396ff2_0.wav,backward,7
backward/0a5636ca_0.wav,backward,4
backward/0b7ee1a0_0.wav,backward,1
backward/0b7ee1a0_1.wav,backward,6
backward/0b7ee1a0_2.wav,backward,5
backward/0b7ee1a0_3.wav,backward,5
backward/0b7ee1a0_4.wav,backward,1
backward/0ba018fc_0.wav,backward,3
backward/0ba018fc_1.wav,backward,2
backward/0ba018fc_2.wav,backward,0
backward/0ba018fc_3.wav,backward,4
backward/0d6d7360_0.wav,backward,0
backward/0d6d7360_1.wav,backward,8
backward/0d6d7360_2.wav,backward,9
backward/0d6d7360_3.wav,backward,6
backward/0d6d7360_4.wav,backward,4
backward/0d85a428_0.wav,backward,7
backward/0d90d8e1_0.wav,backward,2
backward/0d90d8e1_1.wav,backward,6
backward/0d90d8e1_2.wav,backward,3
backward/0d90d8e1_3.wav,backward,8
backward/0e6e36c9_0.wav,backward,6
backward/0e6e36c9_1.wav,backward,6
backward/0e6e36c9_2.wav,backward,8
backward/0e6e36c9_3.wav,backward,8
backward/0e6e36c9_4.wav,backward,8
backward/0e8ec1cb_0.wav,backward,0
backward/0f46028a_0.wav,backward,9
backward/0f46028a_1.wav,backward,5
backward/0f46028a_2.wav,backward,7
backward/0f46028a_3.wav,backward,0
backward/0f46028a_4.wav,backward,1
backward/0f7266cf_0.wav,backward,8
backward/0f7266cf_1.wav,backward,4
backward/0f7266cf_2.wav,backward,4
backward/0f7266cf_3.wav,backward,3
backward/113b3fbc_0.wav,backward,7
backward/113b3fbc_1.wav,backward,2
backward/113b3fbc_2.wav,backward,6
backward/113b3fbc_3.wav,backward,5
backward/113b3fbc_4.wav,backward,0
backward/131e738d_0.wav,backward,8
backward/131e738d_1.wav,backward,5
backward/131e738d_2.wav,backward,1
backward/131e738d_3.wav,backward,2
backward/131e738d_4.wav,backward,1
backward/13a93b33_0.wav,backward,4
backward/13dce503_0.wav,backward,2
backward/13dce503_1.wav,backward,6
backward/13dce503_2.wav,backward,2
backward/1474273a_0.wav,backward,8
backward/1474273a_1.wav,backward,5
backward/1496195a_0.wav,backward,6
backward/1496195a_1.wav,backward,3
backward/1496195a_2.wav,backward,1
backward/1496195a_3.wav,backward,9
backward/14c7b073_0.wav,backward,9
backward/14c7b073_1.wav,backward,4
backward/14c7b073_2.wav,backward,9
backward/14c7b073_3.wav,backward,3
backward/14c7b073_4.wav,backward,6
backward/1589451d_0.wav,backward,5
backward/1589451d_1.wav,backward,0
backward/15dd287d_0.wav,backward,9
backward/15dd287d_1.wav,backward,9
backward/15dd287d_2.wav,backward,5
backward/15dd287d_3.wav,backward,9
backward/15dd287d_4.wav,backward,4
backward/18d84076_0.wav,backward,5
backward/18e910f4_0.wav,backward,3
backward/18e910f4_1.wav,backward,7
backward/18e910f4_2.wav,backward,5
backward/18e910f4_3.wav,backward,6
backward/18ffa72d_0.wav,backward,7
backward/195c120a_0.wav,backward,5
backward/195c120a_1.wav,backward,4
backward/195c120a_2.wav,backward,1
backward/1970b130_0.wav,backward,2
backward/1970b130_1.wav,backward,2
backward/19a1e5c7_0.wav,backward,1
backward/1a0f9c63_0.wav,backward,7
backward/1a0f9c63_1.wav,backward,3
backward/1a994c9f_0.wav,backward,8
backward/1a994c9f_1.wav,backward,4
backward/1a994c9f_2.wav,backward,0
backward/1a994c9f_3.wav,backward,6
backward/1a994c9f_4.wav,backward,6
backward/1b18600d_0.wav,backward,1
backward/1b18600d_1.wav,backward,5
backward/1b42b551_0.wav,backward,8
backward/1b42b551_1.wav,backward,1
backward/1b42b551_2.wav,backward,9
backward/1b42b551_3.wav,backward,9
backward/1b42b551_4.wav,backward,7
backward/1b627376_0.wav,backward,3
backward/1c76f5f3_0.wav,backward,7
backward/1c84a139_0.wav,backward,4
backward/1c84a139_1.wav,backward,3
backward/1c84a139_2.wav,backward,7
backward/1c84a139_3.wav,backward,2
backward/1c84a139_4.wav,backward,5
backward/1dc86f91_0.wav,backward,1
backward/1dc86f91_1.wav,backward,2
backward/1dc86f91_2.wav,backward,2
backward/1dc86f91_3.wav,backward,4
backward/1dc86f91_4.wav,backward,9
backward/1e9e6bdd_0.wav,backward,3
backward/1e9e6bdd_1.wav,backward,8
backward/1e9e6bdd_2.wav,backward,1
backward/1e9e6bdd_3.wav,backward,2
backward/1e9e6bdd_4.wav,backward,4
backward/1ed0b13d_0.wav,backward,0
backward/1ed0b13d_1.wav,backward,0
backward/1ed0b13d_2.wav,backward,6
